                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                0.88869,                  0.542,                0.99762,                 0.3842,                0.95312,                0.39634,                0.32111,                0.59649,                 1.6855,                0.68692,              0.0090496,              0.0090496,              0.0090496
                     98,                 0.8722,                0.53949,                0.99263,                0.38438,                 0.9527,                0.39759,                0.32278,                  0.595,                 1.6915,                0.68623,              0.0090397,              0.0090397,              0.0090397
                     99,                  0.878,                0.53671,                0.99444,                0.38428,                 0.9527,                0.39677,                0.32248,                0.59375,                  1.686,                0.68499,              0.0090298,              0.0090298,              0.0090298
                    100,                0.87116,                0.53003,                0.99087,                0.38468,                 0.9527,                 0.3983,                0.32417,                0.59221,                  1.683,                0.68407,              0.0090199,              0.0090199,              0.0090199
                    101,                0.87144,                0.53066,                0.98725,                0.38421,                0.95312,                0.39629,                0.32341,                0.58971,                 1.6884,                 0.6822,                0.00901,                0.00901,                0.00901
                    102,                 0.8735,                0.53654,                0.99046,                0.38453,                0.95312,                0.39639,                0.32335,                0.58889,                 1.6838,                0.68167,              0.0090001,              0.0090001,              0.0090001
                    103,                 0.8744,                0.53134,                0.98909,                0.38494,                0.95312,                0.39715,                0.32396,                0.58788,                  1.688,                0.68078,              0.0089902,              0.0089902,              0.0089902
                    104,                0.86988,                0.53127,                0.98943,                0.38502,                0.95312,                 0.3977,                0.32492,                0.58654,                 1.6879,                0.67986,              0.0089803,              0.0089803,              0.0089803
                    105,                0.86334,                0.52968,                0.98871,                0.38533,                0.95354,                0.39839,                0.32494,                0.58627,                  1.688,                0.67963,              0.0089704,              0.0089704,              0.0089704
                    106,                0.86715,                 0.5271,                0.98711,                0.38472,                0.95344,                0.39891,                0.32534,                0.58539,                 1.6822,                0.67886,              0.0089605,              0.0089605,              0.0089605
                    107,                0.86292,                 0.5347,                0.98976,                0.38442,                0.95312,                0.39783,                0.32508,                0.58346,                 1.6829,                0.67837,              0.0089506,              0.0089506,              0.0089506
                    108,                0.86242,                0.52203,                0.98722,                0.38407,                0.95312,                0.39724,                0.32442,                0.58274,                 1.6838,                 0.6779,              0.0089407,              0.0089407,              0.0089407
                    109,                0.85937,                0.53315,                0.98351,                0.38484,                0.95374,                0.39845,                0.32513,                 0.5815,                 1.6794,                0.67727,              0.0089308,              0.0089308,              0.0089308
                    110,                0.87797,                0.53559,                0.98897,                0.38444,                0.95414,                0.39775,                0.32445,                0.58117,                 1.6743,                0.67661,              0.0089209,              0.0089209,              0.0089209
                    111,                0.85907,                0.52145,                0.98382,                0.38416,                0.95415,                 0.3979,                0.32414,                0.58072,                 1.6763,                0.67636,               0.008911,               0.008911,               0.008911
                    112,                0.85801,                0.52359,                 0.9854,                0.38398,                0.95392,                0.39713,                 0.3241,                0.58021,                 1.6762,                 0.6763,              0.0089011,              0.0089011,              0.0089011
                    113,                0.86507,                0.52612,                0.98303,                0.38397,                0.95415,                0.39644,                0.32359,                0.57986,                 1.6721,                0.67631,              0.0088912,              0.0088912,              0.0088912
                    114,                 0.8564,                0.52292,                0.98354,                0.38399,                0.95415,                0.39672,                0.32365,                0.57955,                 1.6729,                0.67593,              0.0088813,              0.0088813,              0.0088813
                    115,                0.85726,                0.52424,                0.97952,                 0.3838,                0.95415,                0.39705,                0.32408,                 0.5793,                 1.6749,                0.67573,              0.0088714,              0.0088714,              0.0088714
                    116,                0.85039,                0.51234,                0.97954,                0.38362,                0.95519,                0.39684,                0.32326,                0.57775,                 1.6773,                0.67528,              0.0088615,              0.0088615,              0.0088615
                    117,                 0.8478,                0.52179,                 0.9805,                0.38438,                0.95519,                0.39699,                0.32319,                0.57718,                 1.6791,                 0.6751,              0.0088516,              0.0088516,              0.0088516
                    118,                0.84806,                0.51489,                0.98053,                0.38447,                0.95519,                0.39726,                0.32393,                0.57574,                 1.6764,                 0.6747,              0.0088417,              0.0088417,              0.0088417
                    119,                0.83587,                0.50629,                 0.9763,                0.38466,                0.95519,                0.39857,                0.32525,                0.57498,                  1.679,                0.67451,              0.0088318,              0.0088318,              0.0088318
                    120,                0.84727,                0.52081,                0.97354,                0.38477,                0.95561,                0.39821,                0.32422,                0.57498,                  1.675,                0.67432,              0.0088219,              0.0088219,              0.0088219
